id_detalle,id_operacion,id_producto,cantidad_producto
1662,142,261,17
1663,143,179,43
1664,143,17,9
1665,143,206,6
1666,143,149,25
1667,143,147,19
1668,143,37,44
1669,143,85,19
1670,143,113,16
1671,143,48,45
1672,143,72,23
1673,143,5,9
1674,143,184,21
1675,143,171,10
1676,143,118,33
1677,143,34,20
1678,143,172,29
1679,143,234,38
1680,143,205,49
1681,143,8,24
1682,143,276,6
1683,144,159,49
1684,144,62,35
1685,144,58,2
1686,144,157,46
1687,144,222,33
1688,144,102,6
1689,144,176,33
1690,144,174,30
1691,144,147,22
1692,144,34,20
1693,144,175,3
1694,144,179,29
1695,144,260,12
1696,144,187,44
1697,144,172,37
1698,144,1,2
1699,144,8,26
1700,145,112,38
1701,145,117,33
1702,145,108,34
1703,145,171,20
1704,145,93,48
1705,145,144,47
1706,146,184,8
1707,146,144,20
1708,146,112,47
1709,146,171,4
1710,146,29,15
1711,146,248,25
1712,146,82,28
1713,146,162,32
1714,147,6,10
1715,147,96,47
1716,147,24,7
1717,147,264,17
1718,147,197,22
1719,147,179,15
1720,147,151,13
1721,147,105,50
1722,147,99,32
1723,147,153,15
1724,147,269,32
1725,148,105,45
1726,148,96,41
1727,148,214,15
1728,148,124,30
1729,148,197,49
1730,148,154,47
1731,148,237,5
1732,148,153,25
1733,148,163,13
1734,148,179,17
1735,149,129,11
1736,149,66,46
1737,149,76,1
1738,149,65,40
1739,149,29,35
1740,149,57,25
1741,149,245,11
1742,149,260,31
1743,149,27,20
1744,149,8,30
1745,149,61,50
1746,149,116,7
1747,149,168,25
1748,149,206,22
1749,150,270,11
1750,150,174,25
1751,150,51,24
1752,150,35,45
1753,150,155,42
1754,150,121,43
1755,150,213,21
1756,150,49,21
1757,150,242,49
1758,150,67,3
1759,150,132,3
1760,150,53,29
1761,150,235,39
1762,150,27,33
1763,150,176,33
1764,150,57,11
1765,150,184,15
1766,150,25,18
1767,151,27,21
1768,151,80,12
1769,151,141,37
1770,151,194,38
1771,151,198,16
1772,151,57,36
1773,151,210,23
1774,151,164,31
1775,151,256,4
1776,151,270,28
1777,151,146,49
1778,151,73,45
1779,151,157,16
1780,151,220,40
1781,151,235,9
1782,151,143,46
1783,151,148,8
1784,151,158,47
1785,151,40,28
1786,151,134,17
1787,152,19,46
1788,152,226,17
1789,152,27,37
1790,152,16,48
1791,152,263,26
1792,152,57,33
1793,152,135,23
1794,152,252,48
1795,152,119,27
1796,152,152,35
1797,153,117,7
1798,153,280,18
1799,153,8,32
1800,153,141,11
1801,153,157,23
1802,153,175,35
1803,153,244,2
1804,153,210,45
1805,153,64,17
1806,153,242,22
1807,154,207,15
1808,154,164,30
1809,154,52,41
1810,154,263,19
1811,154,72,35
1812,154,168,28
1813,154,244,27
1814,154,43,29
1815,154,146,30
1816,154,249,41
1817,155,252,38
1818,155,253,11
1819,155,93,29
1820,155,28,34
1821,155,163,13
1822,155,52,24
1823,155,244,20
1824,155,22,11
1825,155,228,10
1826,155,114,31
1827,155,12,3
1828,155,99,41
1829,155,191,10
1830,155,102,43
1831,155,277,50
1832,155,79,10
1833,156,69,23
1834,156,208,37
1835,156,187,2
1836,156,107,28
1837,156,242,29
1838,156,205,1
1839,156,230,23
1840,156,21,21
1841,156,210,47
1842,156,164,13
1843,156,82,40
1844,156,165,9
1845,156,161,33
1846,156,252,43
1847,157,205,7
1848,157,82,48
1849,158,205,33
1850,158,44,2
1851,158,82,37
1852,159,245,10
1853,159,188,45
1854,159,225,7
1855,160,245,32
1856,160,170,42
1857,160,18,40
1858,160,225,7
1859,160,154,38
1860,160,117,16
1861,160,215,11
1862,160,188,41
1863,160,82,46
1864,160,238,33
1865,160,44,44
1866,160,255,27
1867,160,278,46
1868,161,47,19
1869,161,245,49
1870,161,225,5
1871,161,33,5
1872,161,124,15
1873,161,133,19
1874,161,89,2
1875,161,147,40
1876,161,170,14
1877,161,248,29
1878,161,188,19
1879,161,79,21
1880,161,65,31
1881,161,62,36
1882,161,193,34
1883,162,175,31
1884,162,263,18
1885,162,78,39
1886,162,130,30
1887,162,178,44
1888,162,102,30
1889,162,177,24
1890,162,153,28
1891,162,192,46
1892,162,87,45
1893,162,247,32
1894,162,94,36
1895,162,171,29
1896,162,267,30
1897,162,273,22
1898,163,8,30
1899,163,158,33
1900,163,94,18
1901,163,247,42
1902,163,78,39
1903,164,94,46
1904,164,147,25
1905,164,78,6
1906,164,189,31
1907,164,226,23
1908,165,7,6
1909,165,219,42
1910,165,249,1
1911,165,208,39
1912,165,151,7
1913,165,49,19
1914,165,65,6
1915,165,276,43
1916,165,74,21
1917,166,186,30
1918,166,249,6
1919,166,234,41
1920,166,246,47
1921,166,22,22
1922,166,65,31
1923,166,232,16
1924,166,225,2
1925,167,249,33
1926,167,184,12
1927,167,246,34
1928,167,203,5
1929,167,92,31
1930,167,84,8
1931,167,77,16
1932,167,111,28
1933,167,236,16
1934,167,212,17
1935,167,3,38
1936,167,156,37
1937,167,163,33
1938,167,115,11
1939,167,17,1
1940,167,65,18
1941,167,86,5
1942,168,155,42
1943,168,209,1
1944,168,15,24
1945,168,191,5
1946,168,67,4
1947,168,181,25
1948,168,249,17
1949,168,65,13
1950,168,186,31
1951,169,150,35
1952,169,80,24
1953,169,19,38
1954,169,269,44
1955,169,235,14
1956,169,180,5
1957,169,77,23
1958,169,97,27
1959,169,85,29
1960,169,268,17
1961,169,68,42
1962,170,245,25
1963,170,240,8
1964,170,91,12
1965,170,80,47
1966,170,117,44
1967,170,167,19
1968,170,16,47
1969,170,216,2
1970,170,100,18
1971,170,208,3
1972,170,72,22
1973,170,55,26
1974,170,236,12
1975,170,150,16
1976,170,215,45
1977,170,31,27
1978,171,255,18
1979,171,90,37
1980,171,67,29
1981,171,208,5
1982,171,276,49
1983,171,179,48
1984,171,248,2
1985,171,101,45
1986,172,90,12
1987,172,235,22
1988,172,264,9
1989,172,116,9
1990,172,83,5
1991,172,179,17
1992,172,251,5
1993,172,101,48
1994,172,176,8
1995,172,267,11
1996,172,12,42
1997,172,34,38
1998,173,101,35
1999,173,179,49
2000,173,90,20
2001,174,96,21
2002,174,221,7
2003,174,56,46
2004,174,210,44
2005,174,11,29
2006,174,90,24
2007,174,178,24
2008,174,103,29
2009,175,10,16
2010,175,210,33
2011,175,188,15
2012,175,229,18
2013,175,11,23
2014,175,157,6
2015,175,50,13
2016,175,203,26
2017,175,91,15
2018,175,55,28
2019,175,90,24
2020,175,65,10
2021,175,199,23
2022,176,165,48
2023,176,209,47
2024,177,169,7
2025,177,52,18
2026,177,11,26
2027,177,165,2
2028,177,227,38
2029,178,51,22
2030,178,94,29
2031,178,3,38
2032,178,165,5
2033,179,155,49
2034,179,148,2
2035,179,261,7
2036,179,153,43
2037,179,39,40
2038,179,225,24
2039,179,199,37
2040,179,170,41
2041,179,64,12
2042,179,105,45
2043,179,82,18
2044,179,185,33
2045,179,98,7
2046,179,215,19
2047,180,23,13
2048,180,39,38
2049,180,42,48
2050,180,98,22
2051,180,171,44
2052,180,199,38
2053,180,5,2
2054,180,99,13
2055,180,137,25
2056,180,59,48
2057,180,82,19
2058,180,66,25
2059,180,215,13
2060,180,256,5
2061,180,185,1
2062,180,133,8
2063,180,249,1
2064,181,212,14
2065,181,12,33
2066,181,2,13
2067,181,108,33
2068,181,55,4
2069,181,133,42
2070,181,238,37
2071,181,216,39
2072,181,258,15
2073,181,235,15
2074,182,105,37
2075,182,41,14
2076,182,42,25
2077,182,181,34
2078,182,66,13
2079,182,56,6
2080,182,131,50
2081,182,53,34
2082,182,124,43
2083,182,30,2
2084,182,235,43
2085,182,227,42
2086,182,216,17
2087,182,133,27
2088,183,194,40
2089,183,235,26
2090,183,246,7
2091,183,133,18
2092,183,248,35
2093,183,216,2
2094,184,235,35
2095,184,216,24
2096,185,64,7
2097,185,256,19
2098,185,199,46
2099,185,263,28
2100,185,76,17
2101,185,197,50
2102,185,89,10
2103,186,183,49
2104,186,64,48
2105,186,123,15
2106,186,256,34
2107,186,144,24
2108,186,274,29
2109,186,263,33
2110,187,77,7
2111,187,277,29
2112,187,33,26
2113,187,99,22
2114,187,44,19
2115,187,223,1
2116,187,46,29
2117,187,129,44
2118,187,149,49
2119,187,110,34
2120,187,92,1
2121,187,59,23
2122,187,269,45
2123,187,116,14
2124,187,155,50
2125,187,170,6
2126,187,19,47
2127,187,263,1
2128,187,64,11
2129,187,256,25
2130,188,20,38
2131,188,204,11
2132,188,91,31
2133,189,208,6
2134,189,202,29
2135,189,35,20
2136,189,55,8
2137,189,204,22
2138,189,112,24
2139,189,206,46
2140,189,48,43
2141,189,91,40
2142,189,274,48
2143,189,7,12
2144,189,20,44
2145,189,127,12
2146,190,194,48
2147,190,20,27
2148,190,204,35
2149,190,198,27
2150,190,91,42
2151,190,125,40
2152,190,270,22
2153,190,78,43
2154,190,231,31
2155,190,111,38
2156,190,261,23
2157,190,156,30
2158,190,251,11
2159,190,220,39
2160,190,185,7
2161,190,180,34
2162,190,61,42
2163,190,149,29
2164,190,155,39
2165,191,111,2
2166,191,20,5
2167,191,104,24
2168,191,233,39
2169,191,91,23
2170,191,8,26
2171,191,35,4
2172,191,196,17
2173,191,115,40
2174,191,204,13
2175,191,21,13
2176,191,2,27
2177,191,119,47
2178,191,224,23
2179,191,192,25
2180,191,17,39
2181,192,259,32
2182,192,171,27
2183,192,24,35
2184,192,166,38
2185,192,99,44
2186,192,159,19
2187,192,234,26
2188,192,110,44
2189,192,279,37
2190,192,144,50
2191,192,238,25
2192,192,264,26
2193,192,193,40
2194,192,121,34
2195,192,161,48
2196,192,41,50
2197,192,251,20
2198,192,4,22
2199,192,165,40
2200,193,171,17
2201,193,87,26
2202,193,112,41
2203,194,229,48
2204,194,50,36
2205,194,95,9
2206,194,174,17
2207,194,3,49
2208,194,165,38
2209,194,83,6
2210,194,248,22
2211,194,104,15
2212,194,28,42
2213,194,47,46
2214,194,53,11
2215,194,9,2
2216,194,156,45
2217,194,236,2
2218,194,32,24
2219,195,37,48
2220,195,259,39
2221,195,104,36
2222,195,175,16
2223,195,114,7
2224,195,156,34
2225,195,73,15
2226,195,58,44
2227,195,230,1
2228,195,57,39
2229,195,203,19
2230,196,236,15
2231,196,148,16
2232,196,104,25
2233,196,156,29
2234,197,136,16
2235,197,119,13
2236,197,25,45
2237,197,255,42
2238,197,9,47
2239,197,80,16
2240,197,142,5
2241,197,100,17
2242,197,102,41
2243,198,93,14
2244,198,204,22
2245,198,262,36
2246,198,142,36
2247,198,186,21
2248,198,4,41
2249,198,3,36
2250,198,153,49
2251,198,155,40
2252,198,88,42
2253,198,41,13
2254,198,249,38
2255,198,47,16
2256,199,244,31
2257,199,163,22
2258,199,142,24
2259,200,93,46
2260,200,85,16
2261,200,31,26
2262,200,72,16
2263,200,142,41
2264,200,96,43
2265,200,230,26
2266,200,223,18
2267,200,195,27
2268,201,132,40
2269,201,152,40
2270,201,140,26
2271,202,209,30
2272,202,87,5
2273,202,63,50
2274,202,152,1
2275,202,230,13
2276,202,112,38
2277,202,266,3
2278,202,73,44
2279,202,190,12
2280,202,231,35
2281,202,106,15
2282,202,262,48
2283,202,140,48
2284,202,132,3
2285,202,199,44
2286,203,20,24
2287,203,150,31
2288,203,56,35
2289,203,261,14
2290,203,157,44
2291,203,136,48
2292,203,32,10
2293,203,225,34
2294,203,27,2
2295,203,278,12
2296,203,147,15
2297,204,167,37
2298,204,56,42
2299,204,147,25
2300,204,277,25
2301,204,279,26
2302,204,225,8
2303,204,108,10
2304,204,197,10
2305,204,75,37
2306,204,211,14
2307,204,239,35
2308,204,196,41
2309,204,141,11
2310,204,55,34
2311,204,126,35
2312,204,205,16
2313,205,217,21
2314,205,155,16
2315,205,125,19
2316,205,150,49
2317,205,225,22
2318,205,56,40
2319,205,101,16
2320,206,65,22
2321,206,93,48
2322,206,107,6
2323,206,154,1
2324,206,225,14
2325,206,104,28
2326,206,23,27
2327,206,120,12
2328,206,164,41
2329,206,267,12
2330,206,150,34
2331,206,253,35
2332,206,75,44
2333,206,181,31
2334,206,121,17
2335,207,120,21
2336,207,93,12
2337,207,60,28
2338,208,152,10
2339,208,79,18
2340,208,40,36
2341,208,163,26
2342,208,183,6
2343,208,105,1
2344,208,30,46
2345,208,71,40
2346,208,41,32
2347,208,205,6
2348,208,136,3
2349,208,209,16
2350,208,70,15
2351,208,249,37
2352,208,212,12
2353,208,37,20
2354,208,81,25
2355,209,249,45
2356,209,183,13
2357,209,120,7
2358,209,214,2
2359,209,105,17
2360,210,188,42
2361,210,229,30
2362,210,249,16
2363,210,46,31
2364,210,234,15
2365,210,187,8
2366,210,105,29
2367,210,12,13
2368,210,232,48
2369,210,91,26
2370,210,118,18
2371,210,58,30
2372,210,254,48
2373,210,52,3
2374,210,38,19
2375,210,172,20
2376,210,265,6
2377,210,106,11
2378,211,27,25
2379,211,102,37
2380,211,145,20
2381,211,134,27
2382,211,105,39
2383,211,92,42
2384,211,18,47
2385,211,159,5
2386,212,211,28
2387,212,197,29
2388,212,159,41
2389,212,216,20
2390,212,83,12
2391,212,225,11
2392,212,63,6
2393,212,92,26
2394,212,60,12
2395,212,246,38
2396,212,70,15
2397,212,106,21
2398,212,212,49
2399,212,65,45
2400,213,241,24
2401,213,15,23
2402,213,80,8
2403,213,132,25
2404,213,92,49
2405,213,159,14
2406,213,71,34
2407,214,243,17
2408,214,48,47
2409,214,143,46
2410,214,32,17
2411,214,53,31
2412,214,197,21
2413,214,56,1
2414,214,224,37
2415,214,79,31
2416,214,90,37
2417,214,59,39
2418,214,159,15
2419,214,125,19
2420,214,158,21
2421,214,134,46
2422,214,157,18
2423,214,75,47
2424,214,154,24
2425,214,133,28
2426,215,246,15
2427,215,190,30
2428,215,252,32
2429,215,90,23
2430,215,225,13
2431,215,280,25
2432,215,127,20
2433,215,197,10
2434,215,47,28
2435,215,32,50
2436,215,160,43
2437,215,270,21
2438,215,98,47
2439,215,64,48
2440,215,133,44
2441,216,49,29
2442,216,247,35
2443,216,253,22
2444,216,106,21
2445,216,32,6
2446,216,26,16
2447,216,167,1
2448,216,208,1
2449,216,112,48
2450,216,238,9
2451,216,135,7
2452,216,99,17
2453,216,204,26
2454,216,197,2
2455,216,189,14
2456,216,133,28
2457,216,132,1
2458,216,71,4
2459,216,66,46
2460,217,230,23
2461,217,188,25
2462,217,173,38
2463,217,92,7
2464,217,269,35
2465,218,92,18
2466,218,115,23
2467,218,72,49
2468,218,206,16
2469,218,33,3
2470,218,205,25
2471,218,269,40
2472,218,165,29
2473,218,60,28
2474,218,3,42
2475,218,273,50
2476,218,74,15
2477,218,136,22
2478,218,275,6
2479,218,224,49
2480,218,191,15
2481,218,169,19
2482,218,230,12
2483,218,2,25
2484,218,107,29
2485,219,167,19
2486,219,217,7
2487,219,92,43
2488,219,269,21
2489,219,90,15
2490,219,230,12
2491,220,61,3
2492,220,230,48
2493,220,92,47
2494,220,81,48
2495,220,223,35
2496,220,82,2
2497,220,176,31
2498,220,27,34
2499,220,269,25
2500,220,123,44
2501,221,174,8
2502,221,268,48
2503,221,106,15
2504,221,273,30
2505,221,199,2
2506,221,220,49
2507,221,98,22
2508,221,92,5
2509,221,189,6
2510,221,237,12
2511,221,240,34
2512,222,29,41
2513,222,71,20
2514,222,92,39
2515,222,219,49
2516,222,2,19
2517,222,245,43
2518,223,168,8
2519,223,255,37
2520,223,141,42
2521,223,273,46
2522,223,92,48
2523,223,76,31
2524,223,131,20
2525,224,5,4
2526,224,19,21
2527,224,83,19
2528,224,152,37
2529,224,209,26
2530,224,97,15
2531,224,269,6
2532,224,67,42
2533,224,40,28
2534,224,64,28
2535,224,39,36
2536,224,100,5
2537,224,211,8
2538,224,208,36
2539,224,69,45
2540,224,221,29
2541,224,147,35
2542,225,10,16
2543,225,109,23
2544,225,219,14
2545,225,261,4
2546,225,148,10
2547,225,147,43
2548,225,240,14
2549,225,145,29
2550,226,147,2
2551,226,68,42
2552,227,168,17
2553,227,63,42
2554,227,147,40
2555,227,76,44
2556,227,139,23
2557,227,79,26
2558,227,103,14
2559,227,46,11
2560,227,112,19
2561,227,90,14
2562,228,145,16
2563,228,247,9
2564,229,234,22
2565,229,190,41
2566,229,82,43
2567,229,94,9
2568,229,246,35
2569,229,230,40
2570,229,247,7
2571,229,136,31
2572,229,145,22
2573,229,235,35
2574,229,187,38
2575,229,194,48
2576,229,84,32
2577,229,48,6
2578,229,272,38
2579,229,80,19
2580,229,104,47
2581,230,62,22
2582,230,243,40
2583,230,136,24
2584,230,187,36
2585,230,60,28
2586,230,183,31
2587,230,200,15
2588,230,229,28
2589,230,95,44
2590,230,126,14
2591,231,14,31
2592,231,50,31
2593,231,136,12
2594,231,95,42
2595,231,219,32
2596,232,253,37
2597,232,111,18
2598,232,10,28
2599,232,154,35
2600,232,98,33
2601,232,142,27
2602,232,206,49
2603,232,265,23
2604,232,6,37
2605,232,224,13
2606,232,8,3
2607,232,136,19
2608,232,81,37
2609,232,95,30
2610,232,168,26
2611,232,260,50
2612,232,189,20
2613,232,243,21
2614,233,9,44
2615,233,106,31
2616,233,49,14
2617,233,278,6
2618,233,244,22
2619,233,95,18
2620,233,39,23
2621,233,229,29
2622,233,136,42
2623,233,174,22
2624,233,197,20
2625,234,276,39
2626,234,210,21
2627,234,222,35
2628,234,256,12
2629,234,211,18
2630,234,15,48
2631,234,39,14
2632,234,97,1
2633,234,213,6
2634,234,25,41
2635,234,122,25
2636,234,106,26
2637,234,107,41
2638,234,36,1
2639,234,63,36
2640,234,64,12
2641,235,222,1
2642,235,120,31
2643,235,262,17
2644,235,71,9
2645,235,279,14
2646,235,153,4
2647,235,53,12
2648,235,133,18
2649,235,209,20
2650,236,222,22
2651,236,46,40
2652,236,151,19
2653,236,209,11
2654,236,218,39
2655,236,103,33
2656,236,192,32
2657,236,165,21
2658,236,174,10
2659,236,122,21
2660,236,145,35
2661,236,49,5
2662,236,176,16
2663,236,205,41
2664,236,244,1
2665,236,189,39
2666,237,35,22
2667,237,6,6
2668,237,227,1
2669,237,117,22
2670,237,124,40
2671,237,107,23
2672,237,34,22
2673,237,229,5
2674,237,102,12
2675,237,60,1
2676,237,104,45
2677,237,16,28
2678,237,91,18
2679,237,103,49
2680,237,189,47
2681,237,128,22
2682,238,143,10
2683,238,52,2
2684,238,221,44
2685,238,147,38
2686,238,102,24
2687,238,90,13
2688,238,151,45
2689,238,182,15
2690,238,229,18
2691,238,239,47
2692,238,6,37
2693,238,89,18
2694,238,59,15
2695,238,91,36
2696,238,246,47
2697,239,229,39
2698,239,267,32
2699,239,239,9
2700,239,240,45
2701,239,99,14
2702,239,215,4
2703,239,102,29
2704,239,196,2
2705,239,6,43
2706,239,249,4
2707,240,129,40
2708,240,3,15
2709,240,87,12
2710,240,27,47
2711,240,260,33
2712,240,146,21
2713,240,55,16
2714,240,157,45
2715,240,99,30
2716,240,53,22
2717,240,13,31
2718,241,181,45
2719,241,122,43
2720,241,53,20
2721,241,13,50
2722,242,230,43
2723,242,159,36
2724,242,39,42
2725,242,92,50
2726,242,53,8
2727,242,25,25
2728,242,69,5
2729,242,12,13
2730,242,181,46
2731,242,13,40
2732,242,150,37
2733,242,234,46
2734,242,1,48
2735,242,123,37
2736,243,175,25
2737,243,167,12
2738,243,195,8
2739,243,106,48
2740,243,231,3
2741,243,206,26
2742,243,52,32
2743,243,272,40
2744,243,238,36
2745,243,7,46
2746,243,219,36
2747,243,17,38
2748,243,66,19
2749,243,13,46
2750,243,111,12
2751,243,230,27
2752,243,223,38
2753,243,112,33
2754,244,59,28
2755,244,183,4
2756,244,186,46
2757,244,229,37
2758,244,211,14
2759,244,65,11
2760,244,202,50
2761,244,6,38
2762,244,143,39
2763,244,17,17
2764,244,182,42
2765,244,170,18
2766,244,48,20
2767,244,188,4
2768,244,275,24
2769,244,26,8
2770,244,138,24
2771,244,81,21
2772,244,193,49
2773,244,224,10
2774,245,34,10
2775,245,43,38
2776,245,7,1
2777,245,52,13
2778,245,23,27
2779,245,17,12
2780,245,154,21
2781,245,176,28
2782,245,37,8
2783,245,166,20
2784,245,18,47
2785,246,189,16
2786,246,57,3
2787,246,64,10
2788,246,72,49
2789,246,160,33
2790,246,224,29
2791,246,215,41
2792,246,176,45
2793,246,24,23
2794,246,17,36
2795,246,110,35
2796,246,35,13
2797,246,21,15
2798,246,156,30
2799,247,125,36
2800,247,230,11
2801,247,45,16
2802,248,125,5
2803,248,45,39
2804,248,182,25
2805,248,80,38
2806,248,273,28
2807,248,10,49
2808,248,230,15
2809,248,269,42
2810,248,151,10
2811,249,192,18
2812,249,159,24
2813,249,176,28
2814,249,211,39
2815,249,169,16
2816,249,61,46
2817,249,29,2
2818,249,32,14
2819,249,191,14
2820,249,167,47
2821,249,45,44
2822,249,240,18
2823,249,278,3
2824,249,125,12
2825,249,180,22
2826,249,244,44
2827,249,230,4
2828,249,241,29
2829,250,217,50
2830,250,177,20
2831,250,276,49
2832,250,142,16
2833,251,169,31
2834,251,260,40
2835,251,177,10
2836,251,12,13
2837,251,19,47
2838,251,41,46
2839,251,217,15
2840,251,156,25
2841,251,50,8
2842,251,117,16
2843,252,100,7
2844,252,50,46
2845,252,149,50
2846,252,87,19
2847,252,27,19
2848,252,31,5
2849,252,262,25
2850,252,129,38
2851,252,219,45
2852,252,274,5
2853,252,14,7
2854,252,119,5
2855,252,215,3
2856,253,205,37
2857,253,71,16
2858,253,18,16
2859,253,274,38
2860,253,70,17
2861,253,206,22
2862,253,159,8
2863,254,259,3
2864,254,194,32
2865,254,132,49
2866,254,18,43
2867,254,277,3
2868,255,210,38
2869,255,276,9
2870,255,164,7
2871,255,14,2
2872,255,61,18
2873,255,73,21
2874,255,65,33
2875,255,72,11
2876,255,37,42
2877,255,132,40
2878,255,109,34
2879,255,112,37
2880,255,13,49
2881,255,44,47
2882,255,22,19
2883,255,194,20
2884,256,135,7
2885,256,91,37
2886,256,177,13
2887,256,151,12
2888,256,247,1
2889,256,132,20
2890,256,25,27
2891,256,191,37
2892,256,134,32
2893,256,103,37
2894,256,156,31
2895,256,188,33
2896,256,86,40
2897,256,159,1
2898,256,214,25
2899,257,228,16
2900,257,94,45
2901,257,129,36
2902,257,132,8
2903,257,118,43
2904,257,270,4
2905,257,44,46
2906,257,256,12
2907,257,147,47
2908,257,112,8
2909,257,179,8
2910,258,105,10
2911,258,248,49
2912,258,69,37
2913,258,148,50
2914,258,60,43
2915,259,30,3
2916,259,18,27
2917,259,280,30
2918,259,69,10
2919,260,154,47
2920,260,109,43
2921,260,185,36
2922,260,113,8
2923,260,200,1
2924,260,32,19
2925,260,152,48
2926,260,265,24
2927,260,69,29
2928,261,69,50
2929,261,151,19
2930,262,9,2
2931,262,189,27
2932,262,227,32
2933,262,73,33
2934,262,87,14
2935,262,5,12
2936,262,267,45
2937,262,180,26
2938,262,214,8
2939,262,48,2
2940,262,57,33
2941,262,81,3
2942,262,7,33
2943,262,117,50
2944,263,255,34
2945,263,112,12
2946,263,57,21
2947,263,161,49
2948,263,49,13
2949,263,41,10
2950,263,152,21
2951,263,42,8
2952,263,130,45
2953,263,89,6
2954,263,83,3
2955,263,206,11
2956,263,271,11
2957,263,276,35
2958,263,92,15
2959,263,16,24
2960,263,71,17
2961,263,36,41
2962,264,152,9
2963,264,57,44
2964,264,224,33
2965,265,221,15
2966,265,208,2
2967,265,2,12
2968,265,222,30
2969,265,3,19
2970,265,270,37
2971,265,235,49
2972,265,5,19
2973,265,23,45
2974,265,178,13
2975,265,55,30
2976,265,112,30
2977,265,183,30
2978,265,181,35
2979,265,250,29
2980,265,170,13
2981,265,139,16
2982,266,252,49
2983,266,241,21
2984,266,55,35
2985,266,112,3
2986,266,208,42
2987,266,98,19
2988,267,112,20
2989,267,55,38
2990,267,208,49
2991,268,55,39
2992,268,161,39
2993,268,169,27
2994,268,272,20
2995,268,257,20
2996,268,112,10
2997,268,34,10
2998,268,62,4
2999,268,208,5
3000,268,45,6
3001,269,21,17
3002,269,125,16
3003,269,201,22
3004,269,83,33
3005,269,20,48
3006,269,224,22
3007,269,182,36
3008,269,277,32
3009,269,263,48
3010,269,278,31
3011,269,75,18
3012,269,197,18
3013,269,204,39
3014,269,271,45
3015,269,235,36
3016,269,30,28
3017,269,11,32
3018,269,226,35
3019,269,261,7
3020,269,187,18
3021,270,277,10
3022,270,115,25
3023,270,13,21
3024,270,42,46
3025,270,148,28
3026,270,60,48
3027,270,83,2
3028,270,87,11
3029,270,212,8
3030,270,50,17
3031,270,197,12
3032,270,127,19
3033,270,77,17
3034,270,85,44
3035,271,197,25
3036,271,83,36
3037,272,137,23
3038,272,173,8
3039,272,55,15
3040,272,9,34
3041,272,240,27
3042,272,21,37
3043,272,126,8
3044,273,265,9
3045,273,67,45
3046,273,103,18
3047,273,137,45
3048,273,261,41
3049,273,216,48
3050,273,280,43
3051,273,69,15
3052,273,90,17
3053,273,126,22
3054,273,27,23
3055,273,266,39
3056,273,17,13
3057,273,37,35
3058,273,96,21
3059,273,160,16
3060,273,70,35
3061,274,236,10
3062,274,24,14
3063,274,180,49
3064,275,166,12
3065,275,207,19
3066,275,256,14
3067,275,129,1
3068,275,234,14
3069,275,223,33
3070,275,17,22
3071,275,117,32
3072,275,18,40
3073,275,54,41
3074,275,24,34
3075,275,40,22
3076,275,11,16
3077,275,180,33
3078,275,1,11
3079,276,23,2
3080,276,70,40
3081,276,2,50
3082,276,180,45
3083,276,94,15
3084,276,270,20
3085,276,67,37
3086,276,126,17
3087,276,20,43
3088,276,238,49
3089,276,24,36
3090,276,215,13
3091,276,111,14
3092,276,224,41
3093,276,158,49
3094,276,101,17
3095,276,93,15
3096,276,78,4
3097,277,178,17
3098,277,216,40
3099,277,75,9
3100,277,24,6
3101,277,116,15
3102,277,180,21
3103,277,169,40
3104,277,175,45
3105,277,19,17
3106,277,5,3
3107,278,188,11
3108,278,11,45
3109,278,233,14
3110,278,12,14
3111,278,62,20
3112,278,191,12
3113,279,17,9
3114,279,203,48
3115,279,88,34
3116,279,199,25
3117,279,31,29
3118,279,61,7
3119,279,196,47
3120,279,149,44
3121,279,232,39
3122,279,191,5
3123,279,109,25
3124,279,173,25
3125,279,16,19
3126,279,32,37
3127,279,243,38
3128,280,211,24
3129,280,216,46
3130,280,111,23
3131,280,37,19
3132,280,106,12
3133,280,62,27
3134,280,195,32
3135,280,151,2
3136,280,9,30
3137,280,234,8
3138,280,220,25
3139,281,90,5
3140,281,216,37
3141,281,54,1
3142,281,111,9
3143,281,220,23
3144,281,48,45
3145,281,200,22
3146,281,69,15
3147,281,209,29
3148,282,107,24
3149,282,216,27
3150,282,108,18
3151,282,220,47
3152,282,111,25
3153,282,200,31
3154,282,98,15
3155,282,30,17
3156,282,145,21
3157,283,72,16
3158,283,138,45
3159,283,100,19
3160,283,243,33
3161,283,142,47
3162,283,59,37
3163,283,279,27
3164,283,64,46
3165,284,5,41
3166,284,59,30
3167,284,175,50
3168,284,142,37
3169,284,221,12
3170,284,62,20
3171,285,59,40
3172,285,251,14
3173,285,280,35
3174,285,74,4
3175,285,41,46
3176,285,28,38
3177,285,11,41
3178,285,85,32
3179,285,236,44
3180,285,49,14
3181,285,142,15
3182,286,123,26
3183,286,142,34
3184,286,178,10
3185,286,74,50
3186,286,47,35
3187,286,14,41
3188,286,59,30
3189,286,8,3
3190,286,216,16
3191,286,201,33
3192,286,171,11
3193,287,237,16
3194,287,34,29
3195,287,24,35
3196,287,150,14
3197,287,126,32
3198,287,95,18
3199,287,99,4
3200,287,37,10
3201,287,45,7
3202,287,135,43
3203,287,117,6
3204,287,261,40
3205,287,184,36
3206,287,131,41
3207,287,269,40
3208,287,243,8
3209,288,75,10
3210,288,196,3
3211,288,174,26
3212,288,60,32
3213,288,95,30
